Country_name,Date,School_closing,Workplace_closing,Stay_home,Facial_coverings,Confirmed_cases,Confirmed_deaths,School_Mandates,Work_Mandates,Stay_Home_Mandates,Mask_Mandate
Brazil,2020-03-02,0,0,0,1,2,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-03,0,0,0,1,2,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-04,0,0,0,1,2,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-05,0,0,0,1,3,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-06,0,0,0,1,8,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-07,0,0,0,1,13,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-08,0,0,0,1,13,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-09,0,0,0,1,25,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-10,0,0,0,1,25,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-11,0,0,0,1,34,0,No measures,No measures,No measures,Recommend
Brazil,2020-03-12,3,0,0,1,52,0,Require closing ALL levels,No measures,No measures,Recommend
Brazil,2020-03-13,3,1,1,1,77,0,Require closing ALL levels,Recommend,Recommend,Recommend
Brazil,2020-03-14,3,1,1,1,98,0,Require closing ALL levels,Recommend,Recommend,Recommend
Brazil,2020-03-15,3,1,1,1,121,0,Require closing ALL levels,Recommend,Recommend,Recommend
Brazil,2020-03-16,3,1,1,1,200,0,Require closing ALL levels,Recommend,Recommend,Recommend
Brazil,2020-03-17,3,3,1,1,234,0,Require closing ALL levels,Require closing ALL levels,Recommend,Recommend
Brazil,2020-03-18,3,3,1,1,291,1,Require closing ALL levels,Require closing ALL levels,Recommend,Recommend
Brazil,2020-03-19,3,3,1,1,428,4,Require closing ALL levels,Require closing ALL levels,Recommend,Recommend
Brazil,2020-03-20,3,3,1,1,621,6,Require closing ALL levels,Require closing ALL levels,Recommend,Recommend
Brazil,2020-03-21,3,3,1,1,904,11,Require closing ALL levels,Require closing ALL levels,Recommend,Recommend
Brazil,2020-03-22,3,3,1,2,1128,18,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-23,3,3,1,2,1546,25,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-24,3,3,1,2,1891,34,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-25,3,3,1,2,2201,46,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-26,3,3,1,2,2433,57,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-27,3,3,1,2,2915,77,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-28,3,3,1,2,3417,92,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-29,3,3,1,2,3904,114,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-30,3,3,1,2,4256,136,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-03-31,3,3,1,2,4579,159,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-01,3,3,1,2,5717,201,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-02,3,3,1,2,6836,241,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-03,3,3,1,2,7910,299,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-04,3,3,1,2,9056,359,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-05,3,3,1,2,10278,432,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-06,3,3,1,2,11130,486,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-07,3,3,1,2,12056,553,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-08,3,3,1,2,13717,667,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-09,3,3,1,2,15927,800,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-10,3,3,1,2,17857,941,Require closing ALL levels,Require closing ALL levels,Recommend,Required in some specified areas
Brazil,2020-04-11,3,3,1,4,19638,1056,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-12,3,3,1,4,20727,1124,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-13,3,3,1,4,22169,1223,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-14,3,3,1,4,23430,1328,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-15,3,3,1,4,25262,1532,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-16,3,3,1,4,28320,1736,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-17,3,3,1,4,30425,1924,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-18,3,3,1,4,33682,2141,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-19,3,3,1,4,36599,2347,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-20,3,3,1,4,38654,2462,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-21,3,3,1,4,40581,2575,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-22,3,3,1,4,43079,2741,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-23,3,3,1,4,45757,2906,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-24,3,3,1,4,49492,3313,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-25,3,3,1,4,52995,3670,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-26,3,3,1,4,58509,4016,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-27,3,3,1,4,61888,4205,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-28,3,3,1,4,66501,4543,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-29,3,3,1,4,71886,5017,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-04-30,3,3,1,4,78162,5466,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-05-01,3,3,1,4,85380,5901,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-05-02,3,3,1,4,91589,6329,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-05-03,3,3,1,4,96559,6750,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-05-04,3,3,1,4,101147,7025,Require closing ALL levels,Require closing ALL levels,Recommend,Required all the time
Brazil,2020-05-05,3,3,2,4,107780,7321,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-06,3,3,2,4,114715,7921,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-07,3,3,2,4,125218,8536,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-08,3,3,2,4,135106,9146,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-09,3,3,2,4,145328,9897,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-10,3,3,2,4,155939,10627,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-11,3,3,2,4,162699,11123,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-12,3,3,2,4,168331,11519,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-13,3,3,2,4,177589,12400,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-14,3,3,2,4,188974,13149,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-15,3,3,2,4,202918,13993,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-16,3,3,2,4,218223,14817,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-17,3,3,2,4,233142,15633,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-18,3,3,2,4,241080,16118,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-19,3,3,2,4,254220,16792,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-20,3,3,2,4,271628,17971,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-21,3,3,2,4,291579,18859,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-22,3,3,2,4,310087,20047,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-23,3,3,2,4,330890,21048,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-24,3,3,2,4,347398,22013,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-25,3,3,2,4,363211,22666,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-26,3,3,2,4,374898,23473,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-27,3,3,2,4,391222,24512,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-28,3,3,2,4,411821,25598,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-29,3,3,2,4,438238,26754,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-30,3,3,2,4,465166,27878,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-05-31,3,3,2,4,498440,28834,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-06-01,3,2,2,4,514849,29314,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-02,3,2,2,4,526447,29937,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-03,3,2,2,4,555383,31199,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-04,3,2,2,4,584016,32548,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-05,3,2,2,4,614932,34021,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-06,3,2,2,4,645762,35026,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-07,3,2,2,4,672837,35930,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-08,3,2,2,4,691758,36455,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-09,3,2,2,4,707412,37134,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-10,3,2,2,4,739503,38406,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-11,3,2,2,4,772416,39680,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-12,3,2,2,4,802828,40919,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-13,3,2,2,4,828810,41828,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-14,3,2,2,4,850514,42720,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-15,3,2,2,4,867624,43332,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-16,3,2,2,4,888271,43959,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-17,3,2,2,4,923189,45241,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-18,3,2,2,4,955377,46510,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-19,3,2,2,4,978142,47748,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-20,3,2,2,4,1032913,48954,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-21,3,2,2,4,1067579,49976,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-22,3,2,2,4,1085038,50617,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-23,3,2,2,4,1106470,51271,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-24,3,2,2,4,1145906,52645,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-25,3,2,2,4,1188631,53830,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-26,3,2,2,4,1228114,54971,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-27,3,2,2,4,1274974,55961,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-28,3,2,2,4,1313667,57070,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-29,3,2,2,4,1344143,57622,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-06-30,3,2,2,4,1368195,58314,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-07-01,3,2,2,4,1402041,59594,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-07-02,3,2,2,4,1448753,60632,Require closing ALL levels,Require closing (only some levels),Require closing (only some levels),Required all the time
Brazil,2020-07-03,3,3,2,4,1496858,61884,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-04,3,3,2,4,1539081,63174,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-05,3,3,2,4,1577004,64265,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-06,3,3,2,4,1603055,64867,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-07,3,3,2,4,1623284,65487,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-08,3,3,2,4,1668589,66741,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-09,3,3,2,4,1713160,67964,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-10,3,3,2,4,1755779,69184,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-11,3,3,2,4,1800827,70398,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-12,3,3,2,4,1839850,71469,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-13,3,3,2,4,1864681,72100,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-14,3,3,2,4,1884967,72833,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-15,3,3,2,4,1926824,74133,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-16,3,3,2,4,1966748,75366,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-17,3,3,2,4,2012151,76688,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-18,3,3,2,4,2046328,77851,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-19,3,3,2,4,2074860,78772,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-20,3,3,2,4,2098389,79488,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-21,3,3,2,4,2118646,80120,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-22,3,3,2,4,2159654,81487,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-23,3,3,2,4,2227514,82771,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-24,3,3,2,4,2287475,84082,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-25,3,3,2,4,2343366,85238,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-26,3,3,2,4,2394513,86449,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-27,3,3,2,4,2419091,87004,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-28,3,3,2,4,2442375,87618,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-29,3,3,2,4,2483191,88539,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-30,3,3,2,4,2552265,90134,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-07-31,3,3,2,4,2610102,91263,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-01,3,3,2,4,2662485,92475,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-02,3,3,2,4,2707877,93563,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-03,3,3,2,4,2733677,94104,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-04,3,3,2,4,2750318,94665,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-05,3,3,2,4,2801921,95819,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-06,3,3,2,4,2859073,97256,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-07,3,3,2,4,2912212,98493,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-08,3,3,2,4,2962442,99572,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-09,3,3,2,4,3012412,100477,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-10,3,3,2,4,3035422,101049,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-11,3,3,2,4,3057470,101752,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-12,3,3,2,4,3109630,103026,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-13,3,3,2,4,3164785,104201,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-14,3,3,2,4,3224876,105463,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-15,3,3,2,4,3275520,106523,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-16,3,3,2,4,3317096,107232,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-17,3,3,2,4,3340197,107852,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-18,3,3,2,4,3359570,108536,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-19,3,3,2,4,3407354,109888,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-20,3,3,2,4,3456652,111100,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-21,3,3,2,4,3501975,112304,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-22,3,3,2,4,3532330,113358,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-23,3,3,2,4,3582362,114250,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-08-24,3,3,3,4,3605783,114744,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-25,3,3,3,4,3622861,115309,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-26,3,3,3,4,3669995,116580,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-27,3,3,3,4,3717156,117665,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-28,3,3,3,4,3761391,118649,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-29,3,3,3,4,3804803,119504,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-30,3,3,3,4,3846153,120462,Require closing ALL levels,Require closing ALL levels,Require closing ALL levels,Required all the time
Brazil,2020-08-31,3,3,2,4,3862311,120828,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-01,3,3,2,4,3908272,121381,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-02,3,3,2,4,3950931,122596,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-03,3,3,2,4,3997865,123780,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-04,3,3,2,4,4041638,124614,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-05,3,3,2,4,4092832,125521,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-06,3,3,2,4,4123000,126203,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
Brazil,2020-09-07,3,3,2,4,4137521,126650,Require closing ALL levels,Require closing ALL levels,Require closing (only some levels),Required all the time
