date,location,new_cases,new_deaths,total_cases,total_deaths
2020-02-25,Italy,97.0,4.0,229.0,6.0
2020-02-26,Italy,93.0,5.0,322.0,11.0
2020-02-27,Italy,78.0,1.0,400.0,12.0
2020-02-28,Italy,250.0,5.0,650.0,17.0
2020-02-29,Italy,238.0,4.0,888.0,21.0
2020-03-01,Italy,240.0,8.0,1128.0,29.0
2020-03-02,Italy,561.0,6.0,1689.0,35.0
2020-03-03,Italy,347.0,17.0,2036.0,52.0
2020-03-04,Italy,466.0,28.0,2502.0,80.0
2020-03-05,Italy,587.0,27.0,3089.0,107.0
2020-03-06,Italy,769.0,41.0,3858.0,148.0
2020-03-07,Italy,778.0,49.0,4636.0,197.0
2020-03-08,Italy,1247.0,36.0,5883.0,233.0
2020-03-09,Italy,1492.0,133.0,7375.0,366.0
2020-03-10,Italy,1797.0,98.0,9172.0,464.0
2020-03-11,Italy,977.0,167.0,10149.0,631.0
2020-03-12,Italy,2313.0,196.0,12462.0,827.0
2020-03-13,Italy,2651.0,189.0,15113.0,1016.0
2020-03-14,Italy,2547.0,252.0,17660.0,1268.0
2020-03-15,Italy,3497.0,173.0,21157.0,1441.0
2020-03-16,Italy,2823.0,370.0,23980.0,1811.0
2020-03-17,Italy,4000.0,347.0,27980.0,2158.0
2020-03-18,Italy,3526.0,347.0,31506.0,2505.0
2020-03-19,Italy,4207.0,473.0,35713.0,2978.0
2020-03-20,Italy,5322.0,429.0,41035.0,3407.0
2020-03-21,Italy,5986.0,625.0,47021.0,4032.0
2020-03-22,Italy,6557.0,795.0,53578.0,4827.0
2020-03-23,Italy,5560.0,649.0,59138.0,5476.0
2020-03-24,Italy,4789.0,601.0,63927.0,6077.0
2020-03-25,Italy,5249.0,743.0,69176.0,6820.0
2020-03-26,Italy,5210.0,685.0,74386.0,7505.0
2020-03-27,Italy,6153.0,660.0,80539.0,8165.0
2020-03-28,Italy,5959.0,971.0,86498.0,9136.0
2020-03-29,Italy,5974.0,887.0,92472.0,10023.0
2020-03-30,Italy,5217.0,758.0,97689.0,10781.0
2020-03-31,Italy,4050.0,810.0,101739.0,11591.0
2020-04-01,Italy,4053.0,839.0,105792.0,12430.0
2020-04-02,Italy,4782.0,727.0,110574.0,13157.0
2020-04-03,Italy,4668.0,760.0,115242.0,13917.0
2020-04-04,Italy,4585.0,764.0,119827.0,14681.0
2020-04-05,Italy,4805.0,681.0,124632.0,15362.0
2020-04-06,Italy,4316.0,527.0,128948.0,15889.0
2020-04-07,Italy,3599.0,636.0,132547.0,16525.0
2020-04-08,Italy,3039.0,604.0,135586.0,17129.0
2020-04-09,Italy,3836.0,540.0,139422.0,17669.0
2020-04-10,Italy,4204.0,612.0,143626.0,18281.0
2020-04-11,Italy,3951.0,570.0,147577.0,18851.0
2020-04-12,Italy,4694.0,619.0,152271.0,19470.0
2020-04-13,Italy,4092.0,431.0,156363.0,19901.0
2020-04-14,Italy,3153.0,564.0,159516.0,20465.0
2020-04-15,Italy,2972.0,604.0,162488.0,21069.0
2020-04-16,Italy,2667.0,578.0,165155.0,21647.0
2020-04-17,Italy,3786.0,525.0,168941.0,22172.0
2020-04-18,Italy,3493.0,575.0,172434.0,22747.0
2020-04-19,Italy,3491.0,480.0,175925.0,23227.0
2020-04-20,Italy,3047.0,433.0,178972.0,23660.0
2020-04-21,Italy,2256.0,454.0,181228.0,24114.0
2020-04-22,Italy,2729.0,534.0,183957.0,24648.0
2020-04-23,Italy,3370.0,437.0,187327.0,25085.0
2020-04-24,Italy,2646.0,464.0,189973.0,25549.0
2020-04-25,Italy,3021.0,420.0,192994.0,25969.0
2020-04-26,Italy,2357.0,415.0,195351.0,26384.0
2020-04-27,Italy,2324.0,260.0,197675.0,26644.0
2020-04-28,Italy,1739.0,333.0,199414.0,26977.0
2020-04-29,Italy,2091.0,382.0,201505.0,27359.0
2020-04-30,Italy,2086.0,323.0,203591.0,27682.0
2020-05-01,Italy,1872.0,285.0,205463.0,27967.0
2020-05-02,Italy,1965.0,269.0,207428.0,28236.0
2020-05-03,Italy,1900.0,474.0,209328.0,28710.0
2020-05-04,Italy,1389.0,174.0,210717.0,28884.0
2020-05-05,Italy,1221.0,195.0,211938.0,29079.0
2020-05-06,Italy,1075.0,236.0,213013.0,29315.0
2020-05-07,Italy,1444.0,369.0,214457.0,29684.0
2020-05-08,Italy,1401.0,274.0,215858.0,29958.0
2020-05-09,Italy,1327.0,243.0,217185.0,30201.0
2020-05-10,Italy,1083.0,194.0,218268.0,30395.0
2020-05-11,Italy,802.0,165.0,219070.0,30560.0
2020-05-12,Italy,744.0,179.0,219814.0,30739.0
2020-05-13,Italy,1402.0,172.0,221216.0,30911.0
2020-05-14,Italy,888.0,195.0,222104.0,31106.0
2020-05-15,Italy,992.0,262.0,223096.0,31368.0
2020-05-16,Italy,789.0,242.0,223885.0,31610.0
2020-05-17,Italy,875.0,153.0,224760.0,31763.0
2020-05-18,Italy,675.0,145.0,225435.0,31908.0
2020-05-19,Italy,451.0,99.0,225886.0,32007.0
2020-05-20,Italy,813.0,162.0,226699.0,32169.0
2020-05-21,Italy,665.0,161.0,227364.0,32330.0
2020-05-22,Italy,642.0,156.0,228006.0,32486.0
2020-05-23,Italy,652.0,130.0,228658.0,32616.0
2020-05-24,Italy,669.0,119.0,229327.0,32735.0
2020-05-25,Italy,531.0,50.0,229858.0,32785.0
2020-05-26,Italy,300.0,92.0,230158.0,32877.0
2020-05-27,Italy,397.0,78.0,230555.0,32955.0
2020-05-28,Italy,584.0,117.0,231139.0,33072.0
2020-05-29,Italy,593.0,70.0,231732.0,33142.0
2020-05-30,Italy,516.0,87.0,232248.0,33229.0
2020-05-31,Italy,416.0,111.0,232664.0,33340.0
2020-06-01,Italy,355.0,75.0,233019.0,33415.0
2020-06-02,Italy,178.0,60.0,233197.0,33475.0
2020-06-03,Italy,318.0,55.0,233515.0,33530.0
2020-06-04,Italy,321.0,71.0,233836.0,33601.0
2020-06-05,Italy,177.0,88.0,234013.0,33689.0
2020-06-06,Italy,518.0,85.0,234531.0,33774.0
2020-06-07,Italy,270.0,72.0,234801.0,33846.0
2020-06-08,Italy,197.0,53.0,234998.0,33899.0
2020-06-09,Italy,280.0,65.0,235278.0,33964.0
2020-06-10,Italy,283.0,79.0,235561.0,34043.0
2020-06-11,Italy,202.0,71.0,235763.0,34114.0
2020-06-12,Italy,379.0,53.0,236142.0,34167.0
2020-06-13,Italy,163.0,56.0,236305.0,34223.0
2020-06-14,Italy,346.0,78.0,236651.0,34301.0
2020-06-15,Italy,338.0,44.0,236989.0,34345.0
2020-06-16,Italy,301.0,26.0,237290.0,34371.0
2020-06-17,Italy,210.0,34.0,237500.0,34405.0
2020-06-18,Italy,328.0,43.0,237828.0,34448.0
2020-06-19,Italy,331.0,66.0,238159.0,34514.0
2020-06-20,Italy,-148.0,47.0,238011.0,34561.0
2020-06-21,Italy,264.0,49.0,238275.0,34610.0
2020-06-22,Italy,224.0,24.0,238499.0,34634.0
2020-06-23,Italy,221.0,23.0,238720.0,34657.0
2020-06-24,Italy,113.0,18.0,238833.0,34675.0
2020-06-25,Italy,577.0,-31.0,239410.0,34644.0
2020-06-26,Italy,296.0,34.0,239706.0,34678.0
2020-06-27,Italy,255.0,30.0,239961.0,34708.0
2020-06-28,Italy,175.0,8.0,240136.0,34716.0
2020-06-29,Italy,174.0,22.0,240310.0,34738.0
2020-06-30,Italy,126.0,6.0,240436.0,34744.0
2020-07-01,Italy,142.0,23.0,240578.0,34767.0
2020-07-02,Italy,182.0,21.0,240760.0,34788.0
2020-07-03,Italy,201.0,30.0,240961.0,34818.0
2020-07-04,Italy,223.0,15.0,241184.0,34833.0
2020-07-05,Italy,235.0,21.0,241419.0,34854.0
2020-07-06,Italy,192.0,7.0,241611.0,34861.0
2020-07-07,Italy,208.0,8.0,241819.0,34869.0
2020-07-08,Italy,137.0,30.0,241956.0,34899.0
2020-07-09,Italy,193.0,15.0,242149.0,34914.0
2020-07-10,Italy,214.0,12.0,242363.0,34926.0
2020-07-11,Italy,276.0,12.0,242639.0,34938.0
2020-07-12,Italy,188.0,7.0,242827.0,34945.0
2020-07-13,Italy,234.0,9.0,243061.0,34954.0
2020-07-14,Italy,169.0,13.0,243230.0,34967.0
2020-07-15,Italy,114.0,17.0,243344.0,34984.0
2020-07-16,Italy,162.0,13.0,243506.0,34997.0
2020-07-17,Italy,230.0,20.0,243736.0,35017.0
2020-07-18,Italy,231.0,11.0,243967.0,35028.0
2020-07-19,Italy,249.0,14.0,244216.0,35042.0
2020-07-20,Italy,218.0,3.0,244434.0,35045.0
2020-07-21,Italy,190.0,13.0,244624.0,35058.0
2020-07-22,Italy,128.0,15.0,244752.0,35073.0
2020-07-23,Italy,280.0,9.0,245032.0,35082.0
2020-07-24,Italy,306.0,10.0,245338.0,35092.0
2020-07-25,Italy,252.0,5.0,245590.0,35097.0
2020-07-26,Italy,274.0,5.0,245864.0,35102.0
2020-07-27,Italy,254.0,5.0,246118.0,35107.0
2020-07-28,Italy,168.0,5.0,246286.0,35112.0
2020-07-29,Italy,202.0,11.0,246488.0,35123.0
2020-07-30,Italy,288.0,6.0,246776.0,35129.0
2020-07-31,Italy,382.0,3.0,247158.0,35132.0
2020-08-01,Italy,379.0,9.0,247537.0,35141.0
2020-08-02,Italy,295.0,5.0,247832.0,35146.0
2020-08-03,Italy,238.0,8.0,248070.0,35154.0
2020-08-04,Italy,159.0,12.0,248229.0,35166.0
2020-08-05,Italy,190.0,5.0,248419.0,35171.0
2020-08-06,Italy,384.0,10.0,248803.0,35181.0
2020-08-07,Italy,401.0,6.0,249204.0,35187.0
2020-08-08,Italy,552.0,3.0,249756.0,35190.0
2020-08-09,Italy,347.0,13.0,250103.0,35203.0
2020-08-10,Italy,463.0,2.0,250566.0,35205.0
2020-08-11,Italy,259.0,4.0,250825.0,35209.0
2020-08-12,Italy,412.0,6.0,251237.0,35215.0
2020-08-13,Italy,476.0,10.0,251713.0,35225.0
2020-08-14,Italy,522.0,6.0,252235.0,35231.0
2020-08-15,Italy,574.0,3.0,252809.0,35234.0
2020-08-16,Italy,629.0,158.0,253438.0,35392.0
2020-08-17,Italy,477.0,4.0,253915.0,35396.0
2020-08-18,Italy,320.0,4.0,254235.0,35400.0
2020-08-19,Italy,401.0,5.0,254636.0,35405.0
2020-08-20,Italy,642.0,7.0,255278.0,35412.0
2020-08-21,Italy,840.0,6.0,256118.0,35418.0
2020-08-22,Italy,947.0,9.0,257065.0,35427.0
2020-08-23,Italy,1071.0,3.0,258136.0,35430.0
2020-08-24,Italy,1209.0,7.0,259345.0,35437.0
2020-08-25,Italy,953.0,4.0,260298.0,35441.0
2020-08-26,Italy,876.0,4.0,261174.0,35445.0
2020-08-27,Italy,1366.0,13.0,262540.0,35458.0
2020-08-28,Italy,1409.0,5.0,263949.0,35463.0
2020-08-29,Italy,1460.0,9.0,265409.0,35472.0
2020-08-30,Italy,1444.0,1.0,266853.0,35473.0
2020-08-31,Italy,1365.0,4.0,268218.0,35477.0
2020-09-01,Italy,996.0,6.0,269214.0,35483.0
2020-09-02,Italy,975.0,8.0,270189.0,35491.0
2020-09-03,Italy,1326.0,6.0,271515.0,35497.0
2020-09-04,Italy,1397.0,10.0,272912.0,35507.0
2020-09-05,Italy,1732.0,11.0,274644.0,35518.0
2020-09-06,Italy,1694.0,16.0,276338.0,35534.0
2020-09-07,Italy,1296.0,7.0,277634.0,35541.0
2020-09-08,Italy,1150.0,12.0,278784.0,35553.0
2020-09-09,Italy,1369.0,10.0,280153.0,35563.0
2020-09-10,Italy,1430.0,14.0,281583.0,35577.0
2020-09-11,Italy,1597.0,10.0,283180.0,35587.0
2020-09-12,Italy,1616.0,10.0,284796.0,35597.0
2020-09-13,Italy,1501.0,6.0,286297.0,35603.0
2020-09-14,Italy,1456.0,7.0,287753.0,35610.0
2020-09-15,Italy,1008.0,14.0,288761.0,35624.0
2020-09-16,Italy,1229.0,9.0,289990.0,35633.0
2020-09-17,Italy,1452.0,12.0,291442.0,35645.0
2020-09-18,Italy,1583.0,13.0,293025.0,35658.0
2020-09-19,Italy,1907.0,10.0,294932.0,35668.0
2020-09-20,Italy,1637.0,24.0,296569.0,35692.0
2020-09-21,Italy,1587.0,15.0,298156.0,35707.0
2020-09-22,Italy,1350.0,17.0,299506.0,35724.0
2020-09-23,Italy,1391.0,14.0,300897.0,35738.0
2020-09-24,Italy,1640.0,20.0,302537.0,35758.0
2020-09-25,Italy,1786.0,23.0,304323.0,35781.0
2020-09-26,Italy,1912.0,20.0,306235.0,35801.0
2020-09-27,Italy,1869.0,17.0,308104.0,35818.0
2020-09-28,Italy,1766.0,17.0,309870.0,35835.0
2020-09-29,Italy,1494.0,16.0,311364.0,35851.0
2020-09-30,Italy,1647.0,24.0,313011.0,35875.0
2020-10-01,Italy,1850.0,19.0,314861.0,35894.0
2020-10-02,Italy,2548.0,24.0,317409.0,35918.0
2020-10-03,Italy,2499.0,23.0,319908.0,35941.0
2020-10-04,Italy,2843.0,27.0,322751.0,35968.0
2020-10-05,Italy,2578.0,18.0,325329.0,35986.0
2020-10-06,Italy,2257.0,16.0,327586.0,36002.0
2020-10-07,Italy,2677.0,28.0,330263.0,36030.0
2020-10-08,Italy,3677.0,31.0,333940.0,36061.0
2020-10-09,Italy,4458.0,22.0,338398.0,36083.0
2020-10-10,Italy,5372.0,28.0,343770.0,36111.0
2020-10-11,Italy,5724.0,29.0,349494.0,36140.0
2020-10-12,Italy,5456.0,26.0,354950.0,36166.0
2020-10-13,Italy,4619.0,39.0,359569.0,36205.0
2020-10-14,Italy,5898.0,41.0,365467.0,36246.0
2020-10-15,Italy,7332.0,43.0,372799.0,36289.0
2020-10-16,Italy,8803.0,83.0,381602.0,36372.0
2020-10-17,Italy,10009.0,55.0,391611.0,36427.0
2020-10-18,Italy,10925.0,47.0,402536.0,36474.0
2020-10-19,Italy,11705.0,69.0,414241.0,36543.0
2020-10-20,Italy,9337.0,73.0,423578.0,36616.0
2020-10-21,Italy,10871.0,89.0,434449.0,36705.0
2020-10-22,Italy,15199.0,127.0,449648.0,36832.0
2020-10-23,Italy,16078.0,136.0,465726.0,36968.0
2020-10-24,Italy,19143.0,91.0,484869.0,37059.0
2020-10-25,Italy,19640.0,151.0,504509.0,37210.0
2020-10-26,Italy,21273.0,128.0,525782.0,37338.0
2020-10-27,Italy,17007.0,141.0,542789.0,37479.0
2020-10-28,Italy,21989.0,221.0,564778.0,37700.0
2019-12-31,Japan,0.0,0.0,,
2020-01-01,Japan,0.0,0.0,,
2020-01-02,Japan,0.0,0.0,,
2020-01-03,Japan,0.0,0.0,,
2020-01-04,Japan,0.0,0.0,,
2020-01-05,Japan,0.0,0.0,,
2020-01-06,Japan,0.0,0.0,,
2020-01-07,Japan,0.0,0.0,,
2020-01-08,Japan,0.0,0.0,,
2020-01-09,Japan,0.0,0.0,,
2020-01-10,Japan,0.0,0.0,,
2020-01-11,Japan,0.0,0.0,,
2020-01-12,Japan,0.0,0.0,,
2020-01-13,Japan,0.0,0.0,,
2020-01-14,Japan,0.0,0.0,,
2020-01-15,Japan,1.0,0.0,1.0,
2020-01-16,Japan,0.0,0.0,1.0,
2020-01-17,Japan,0.0,0.0,1.0,
2020-01-18,Japan,0.0,0.0,1.0,
2020-01-19,Japan,0.0,0.0,1.0,
2020-01-20,Japan,0.0,0.0,1.0,
2020-01-21,Japan,0.0,0.0,1.0,
2020-01-22,Japan,0.0,0.0,1.0,
2020-01-23,Japan,0.0,0.0,1.0,
2020-01-24,Japan,1.0,0.0,2.0,
2020-01-25,Japan,0.0,0.0,2.0,
2020-01-26,Japan,1.0,0.0,3.0,
2020-01-27,Japan,0.0,0.0,3.0,
2020-01-28,Japan,1.0,0.0,4.0,
2020-01-29,Japan,3.0,0.0,7.0,
2020-01-30,Japan,4.0,0.0,11.0,
2020-01-31,Japan,3.0,0.0,14.0,
2020-02-01,Japan,1.0,0.0,15.0,
2020-02-02,Japan,4.0,0.0,19.0,
2020-02-03,Japan,1.0,0.0,20.0,
2020-02-04,Japan,0.0,0.0,20.0,
2020-02-05,Japan,5.0,0.0,25.0,
2020-02-06,Japan,0.0,0.0,25.0,
2020-02-07,Japan,0.0,0.0,25.0,
2020-02-08,Japan,0.0,0.0,25.0,
2020-02-09,Japan,0.0,0.0,25.0,
2020-02-10,Japan,0.0,0.0,25.0,
2020-02-11,Japan,0.0,0.0,25.0,
2020-02-12,Japan,0.0,0.0,25.0,
2020-02-13,Japan,4.0,1.0,29.0,1.0
2020-02-14,Japan,1.0,0.0,30.0,1.0
2020-02-15,Japan,8.0,0.0,38.0,1.0
2020-02-16,Japan,14.0,0.0,52.0,1.0
2020-02-17,Japan,7.0,0.0,59.0,1.0
2020-02-18,Japan,0.0,0.0,59.0,1.0
2020-02-19,Japan,7.0,0.0,66.0,1.0
2020-02-20,Japan,18.0,0.0,84.0,1.0
2020-02-21,Japan,9.0,0.0,93.0,1.0
2020-02-22,Japan,12.0,0.0,105.0,1.0
2020-02-23,Japan,27.0,0.0,132.0,1.0
2020-02-24,Japan,12.0,0.0,144.0,1.0
2020-02-25,Japan,0.0,0.0,144.0,1.0
2020-02-26,Japan,20.0,0.0,164.0,1.0
2020-02-27,Japan,22.0,2.0,186.0,3.0
2020-02-28,Japan,24.0,0.0,210.0,3.0
2020-02-29,Japan,20.0,0.0,230.0,3.0
2020-03-01,Japan,9.0,2.0,239.0,5.0
2020-03-02,Japan,15.0,1.0,254.0,6.0
2020-03-03,Japan,0.0,0.0,254.0,6.0
2020-03-04,Japan,14.0,0.0,268.0,6.0
2020-03-05,Japan,49.0,0.0,317.0,6.0
2020-03-06,Japan,32.0,0.0,349.0,6.0
2020-03-07,Japan,59.0,0.0,408.0,6.0
2020-03-08,Japan,47.0,0.0,455.0,6.0
2020-03-09,Japan,33.0,1.0,488.0,7.0
2020-03-10,Japan,26.0,2.0,514.0,9.0
2020-03-11,Japan,54.0,3.0,568.0,12.0
2020-03-12,Japan,51.0,3.0,619.0,15.0
2020-03-13,Japan,56.0,4.0,675.0,19.0
2020-03-14,Japan,62.0,2.0,737.0,21.0
2020-03-15,Japan,43.0,1.0,780.0,22.0
2020-03-16,Japan,34.0,2.0,814.0,24.0
2020-03-17,Japan,10.0,4.0,824.0,28.0
2020-03-18,Japan,5.0,0.0,829.0,28.0
2020-03-19,Japan,44.0,1.0,873.0,29.0
2020-03-20,Japan,77.0,4.0,950.0,33.0
2020-03-21,Japan,57.0,2.0,1007.0,35.0
2020-03-22,Japan,39.0,1.0,1046.0,36.0
2020-03-23,Japan,43.0,5.0,1089.0,41.0
2020-03-24,Japan,39.0,1.0,1128.0,42.0
2020-03-25,Japan,65.0,1.0,1193.0,43.0
2020-03-26,Japan,75.0,2.0,1268.0,45.0
2020-03-27,Japan,96.0,1.0,1364.0,46.0
2020-03-28,Japan,135.0,3.0,1499.0,49.0
2020-03-29,Japan,194.0,3.0,1693.0,52.0
2020-03-30,Japan,173.0,2.0,1866.0,54.0
2020-03-31,Japan,87.0,2.0,1953.0,56.0
2020-04-01,Japan,0.0,0.0,1953.0,56.0
2020-04-02,Japan,225.0,1.0,2178.0,57.0
2020-04-03,Japan,439.0,6.0,2617.0,63.0
2020-04-04,Japan,318.0,6.0,2935.0,69.0
2020-04-05,Japan,336.0,1.0,3271.0,70.0
2020-04-06,Japan,383.0,3.0,3654.0,73.0
2020-04-07,Japan,252.0,7.0,3906.0,80.0
2020-04-08,Japan,351.0,1.0,4257.0,81.0
2020-04-09,Japan,511.0,4.0,4768.0,85.0
2020-04-10,Japan,579.0,3.0,5347.0,88.0
2020-04-11,Japan,658.0,6.0,6005.0,94.0
2020-04-12,Japan,743.0,4.0,6748.0,98.0
2020-04-13,Japan,507.0,4.0,7255.0,102.0
2020-04-14,Japan,390.0,7.0,7645.0,109.0
2020-04-15,Japan,455.0,10.0,8100.0,119.0
2020-04-16,Japan,482.0,17.0,8582.0,136.0
2020-04-17,Japan,585.0,12.0,9167.0,148.0
2020-04-18,Japan,628.0,6.0,9795.0,154.0
2020-04-19,Japan,566.0,7.0,10361.0,161.0
2020-04-20,Japan,390.0,10.0,10751.0,171.0
2020-04-21,Japan,367.0,15.0,11118.0,186.0
2020-04-22,Japan,378.0,0.0,11496.0,186.0
2020-04-23,Japan,276.0,101.0,11772.0,287.0
2020-04-24,Japan,468.0,30.0,12240.0,317.0
2020-04-25,Japan,652.0,17.0,12892.0,334.0
2020-04-26,Japan,290.0,14.0,13182.0,348.0
2020-04-27,Japan,203.0,3.0,13385.0,351.0
2020-04-28,Japan,191.0,25.0,13576.0,376.0
2020-04-29,Japan,276.0,13.0,13852.0,389.0
2020-04-30,Japan,236.0,26.0,14088.0,415.0
2020-05-01,Japan,193.0,17.0,14281.0,432.0
2020-05-02,Japan,263.0,26.0,14544.0,458.0
2020-05-03,Japan,295.0,34.0,14839.0,492.0
2020-05-04,Japan,218.0,18.0,15057.0,510.0
2020-05-05,Japan,174.0,11.0,15231.0,521.0
2020-05-06,Japan,123.0,22.0,15354.0,543.0
2020-05-07,Japan,109.0,8.0,15463.0,551.0
2020-05-08,Japan,84.0,6.0,15547.0,557.0
2020-05-09,Japan,81.0,44.0,15628.0,601.0
2020-05-10,Japan,119.0,12.0,15747.0,613.0
2020-05-11,Japan,51.0,8.0,15798.0,621.0
2020-05-12,Japan,76.0,22.0,15874.0,643.0
2020-05-13,Japan,150.0,25.0,16024.0,668.0
2020-05-14,Japan,55.0,19.0,16079.0,687.0
2020-05-15,Japan,114.0,23.0,16193.0,710.0
2020-05-16,Japan,44.0,15.0,16237.0,725.0
2020-05-17,Japan,48.0,19.0,16285.0,744.0
2020-05-18,Japan,20.0,5.0,16305.0,749.0
2020-05-19,Japan,60.0,14.0,16365.0,763.0
2020-05-20,Japan,20.0,8.0,16385.0,771.0
2020-05-21,Japan,39.0,6.0,16424.0,777.0
2020-05-22,Japan,89.0,19.0,16513.0,796.0
2020-05-23,Japan,23.0,12.0,16536.0,808.0
2020-05-24,Japan,14.0,12.0,16550.0,820.0
2020-05-25,Japan,31.0,10.0,16581.0,830.0
2020-05-26,Japan,42.0,16.0,16623.0,846.0
2020-05-27,Japan,28.0,12.0,16651.0,858.0
2020-05-28,Japan,0.0,0.0,16651.0,858.0
2020-05-29,Japan,68.0,16.0,16719.0,874.0
2020-05-30,Japan,85.0,12.0,16804.0,886.0
2020-05-31,Japan,47.0,5.0,16851.0,891.0
2020-06-01,Japan,33.0,1.0,16884.0,892.0
2020-06-02,Japan,46.0,2.0,16930.0,894.0
2020-06-03,Japan,56.0,6.0,16986.0,900.0
2020-06-04,Japan,32.0,3.0,17018.0,903.0
2020-06-05,Japan,46.0,4.0,17064.0,907.0
2020-06-06,Japan,39.0,7.0,17103.0,914.0
2020-06-07,Japan,38.0,2.0,17141.0,916.0
2020-06-08,Japan,33.0,0.0,17174.0,916.0
2020-06-09,Japan,36.0,0.0,17210.0,916.0
2020-06-10,Japan,41.0,3.0,17251.0,919.0
2020-06-11,Japan,41.0,1.0,17292.0,920.0
2020-06-12,Japan,40.0,2.0,17332.0,922.0
2020-06-13,Japan,50.0,2.0,17382.0,924.0
2020-06-14,Japan,47.0,1.0,17429.0,925.0
2020-06-15,Japan,73.0,0.0,17502.0,925.0
2020-06-16,Japan,85.0,2.0,17587.0,927.0
2020-06-17,Japan,41.0,4.0,17628.0,931.0
2020-06-18,Japan,40.0,4.0,17668.0,935.0
2020-06-19,Japan,72.0,0.0,17740.0,935.0
2020-06-20,Japan,59.0,17.0,17799.0,952.0
2020-06-21,Japan,0.0,0.0,17799.0,952.0
2020-06-22,Japan,117.0,1.0,17916.0,953.0
2020-06-23,Japan,52.0,2.0,17968.0,955.0
2020-06-24,Japan,59.0,8.0,18027.0,963.0
2020-06-25,Japan,83.0,5.0,18110.0,968.0
2020-06-26,Japan,87.0,1.0,18197.0,969.0
2020-06-27,Japan,100.0,2.0,18297.0,971.0
2020-06-28,Japan,93.0,0.0,18390.0,971.0
2020-06-29,Japan,86.0,1.0,18476.0,972.0
2020-06-30,Japan,117.0,0.0,18593.0,972.0
2020-07-01,Japan,130.0,2.0,18723.0,974.0
2020-07-02,Japan,151.0,1.0,18874.0,975.0
2020-07-03,Japan,194.0,1.0,19068.0,976.0
2020-07-04,Japan,214.0,1.0,19282.0,977.0
2020-07-05,Japan,240.0,0.0,19522.0,977.0
2020-07-06,Japan,253.0,0.0,19775.0,977.0
2020-07-07,Japan,206.0,1.0,19981.0,978.0
2020-07-08,Japan,193.0,2.0,20174.0,980.0
2020-07-09,Japan,197.0,1.0,20371.0,981.0
2020-07-10,Japan,348.0,1.0,20719.0,982.0
2020-07-11,Japan,410.0,0.0,21129.0,982.0
2020-07-12,Japan,373.0,0.0,21502.0,982.0
2020-07-13,Japan,366.0,0.0,21868.0,982.0
2020-07-14,Japan,352.0,0.0,22220.0,982.0
2020-07-15,Japan,288.0,2.0,22508.0,984.0
2020-07-16,Japan,382.0,1.0,22890.0,985.0
2020-07-17,Japan,583.0,0.0,23473.0,985.0
2020-07-18,Japan,659.0,0.0,24132.0,985.0
2020-07-19,Japan,510.0,0.0,24642.0,985.0
2020-07-20,Japan,454.0,0.0,25096.0,985.0
2020-07-21,Japan,640.0,3.0,25736.0,988.0
2020-07-22,Japan,567.0,1.0,26303.0,989.0
2020-07-23,Japan,726.0,1.0,27029.0,990.0
2020-07-24,Japan,927.0,2.0,27956.0,992.0
2020-07-25,Japan,830.0,1.0,28786.0,993.0
2020-07-26,Japan,596.0,3.0,29382.0,996.0
2020-07-27,Japan,607.0,0.0,29989.0,996.0
2020-07-28,Japan,0.0,0.0,29989.0,996.0
2020-07-29,Japan,1344.0,4.0,31333.0,1000.0
2020-07-30,Japan,1126.0,3.0,32459.0,1003.0
2020-07-31,Japan,1315.0,2.0,33774.0,1005.0
2020-08-01,Japan,598.0,1.0,34372.0,1006.0
2020-08-02,Japan,1709.0,4.0,36081.0,1010.0
2020-08-03,Japan,1991.0,1.0,38072.0,1011.0
2020-08-04,Japan,1786.0,5.0,39858.0,1016.0
2020-08-05,Japan,1271.0,6.0,41129.0,1022.0
2020-08-06,Japan,1134.0,4.0,42263.0,1026.0
2020-08-07,Japan,1552.0,7.0,43815.0,1033.0
2020-08-08,Japan,1624.0,6.0,45439.0,1039.0
2020-08-09,Japan,1344.0,1.0,46783.0,1040.0
2020-08-10,Japan,1207.0,7.0,47990.0,1047.0
2020-08-11,Japan,248.0,4.0,48238.0,1051.0
2020-08-12,Japan,1274.0,7.0,49512.0,1058.0
2020-08-13,Japan,932.0,4.0,50444.0,1062.0
2020-08-14,Japan,1069.0,10.0,51513.0,1072.0
2020-08-15,Japan,2064.0,13.0,53577.0,1085.0
2020-08-16,Japan,1137.0,3.0,54714.0,1088.0
2020-08-17,Japan,238.0,10.0,54952.0,1098.0
2020-08-18,Japan,1006.0,16.0,55958.0,1114.0
2020-08-19,Japan,1592.0,14.0,57550.0,1128.0
2020-08-20,Japan,951.0,16.0,58501.0,1144.0
2020-08-21,Japan,1220.0,11.0,59721.0,1155.0
2020-08-22,Japan,1012.0,14.0,60733.0,1169.0
2020-08-23,Japan,1014.0,7.0,61747.0,1176.0
2020-08-24,Japan,7.0,4.0,61754.0,1180.0
2020-08-25,Japan,1367.0,16.0,63121.0,1196.0
2020-08-26,Japan,701.0,13.0,63822.0,1209.0
2020-08-27,Japan,846.0,17.0,64668.0,1226.0
2020-08-28,Japan,905.0,12.0,65573.0,1238.0
2020-08-29,Japan,850.0,17.0,66423.0,1255.0
2020-08-30,Japan,841.0,9.0,67264.0,1264.0
2020-08-31,Japan,601.0,15.0,67865.0,1279.0
2020-09-01,Japan,527.0,17.0,68392.0,1296.0
